
Gene_ID	error	StartBad	StopBad	frameshifts	splicesites	length	product	errorStill	StartStillBad	StopStillBad	frameshiftsStill	JoinExons	PossiblePseudo	CorrectionLog	
Rv0811c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0812	1	1	0	0	0	0	4-amino-4-deoxychorismate lyase"	0	0	0	0	0	0	 // Corrected Start	
Rv0813c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv0818	1	1	0	0	0	0	transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv0819	1	1	0	0	0	0	mycothiol acetyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv0820	1	1	0	0	0	0	phosphate ABC transporter ATP-binding protein	0	0	0	0	0	0	 // Corrected Start	
Rv0825c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0826	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0832	1	1	0	0	0	0	PE-PGRS family protein PE_PGRS12"	1	1	0	0	0	0	0	
Rv0833	1	1	0	0	0	0	PE-PGRS family protein PE_PGRS13"	0	0	0	0	0	0	 // Corrected Start	
Rv0835	1	1	0	0	0	0	lipoprotein LpqQ"	0	0	0	0	0	0	 // Corrected Start	
Rv0838	1	1	0	0	0	0	lipoprotein LpqR"	0	0	0	0	0	0	 // Corrected Start	
Rv0839	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0840c	1	1	0	0	0	0	proline iminopeptidase"	0	0	0	0	0	0	 // Corrected Start	
Rv0841	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0842	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0843	1	1	0	0	0	0	dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv0845	1	1	0	0	0	0	sensor histidine kinase NarS"	0	0	0	0	0	0	 // Corrected Start	
Rv0847	1	1	0	0	0	0	lipoprotein LpqS"	0	0	0	0	0	0	 // Corrected Start	
Rv0848	1	1	0	0	0	0	cysteine synthase CysK"	0	0	0	0	0	0	 // Corrected Start	
Rv0851c	1	1	0	0	0	0	short-chain type dehydrogenase/reductase"	0	0	0	0	0	0	 // Corrected Start	
Rv0852	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0853c	1	1	0	0	0	0	alpha-keto-acid decarboxylase"	0	0	0	0	0	0	 // Corrected Start	
Rv0855	1	1	0	0	0	0	fatty-acid-CoA racemase"	0	0	0	0	0	0	 // Corrected Start	
Rv0857	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0861c	1	1	0	0	0	0	DNA helicase Ercc3"	0	0	0	0	0	0	 // Corrected Start	
Rv0863	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0868c	1	1	0	0	0	0	cyclic pyranopterin monophosphate synthase"	1	1	0	0	0	0	0	
Rv0871	1	1	0	0	0	0	cold shock-like protein CspB"	1	1	0	0	0	0	0	
Rv0874c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0875c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv0877	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv0878c	3	0	1	1	0	1	PPE family protein PPE13"	0	0	0	0	0	0	 // Corrected Stop	
Rv0880	1	1	0	0	0	0	HTH-type transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv0881	1	1	0	0	0	0	tRNA/rRNA methyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv0882	1	1	0	0	0	0	transmembrane protein"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv0890c	1	1	0	0	0	0	HTH-type transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv0891c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0895	1	1	0	0	0	0	diacyglycerol O-acyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv0896	1	1	0	0	0	0	citrate synthase 1"	0	0	0	0	0	0	 // Corrected Start	
Rv0899	1	1	0	0	0	0	peptidoglycan-binding protein ArfA"	0	0	0	0	0	0	 // Corrected Start	
Rv0904c	1	1	0	0	0	0	acetyl-CoAcarboxylase carboxyl transferase	0	0	0	0	0	0	 // Corrected Start	
Rv0907	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start	
Rv0911	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0918	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0919	1	1	0	0	0	0	GCN5-like N-acetyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv0921	1	1	0	0	0	0	resolvase"	1	1	0	0	0	0	0	
Rv0924c	1	1	0	0	0	0	divalent metal cation transporter MntH"	0	0	0	0	0	0	 // Corrected Start	
Rv0928	1	1	0	0	0	0	phosphate ABC transporter substrate-binding	0	0	0	0	0	0	 // Corrected Start	
Rv0929	1	1	0	0	0	0	phosphate ABC transporter permease PstC"	0	0	0	0	0	0	 // Corrected Start	
Rv0930	3	1	1	1	0	0	phosphate ABC transporter permease PstA"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv0931c	1	1	0	0	0	0	serine/threonine-protein kinase PknD"	0	0	0	0	0	0	 // Corrected Start	
Rv0932c	1	1	0	0	0	0	phosphate ABC transporter substrate-binding	0	0	0	0	0	0	 // Corrected Start	
Rv0934	1	1	0	0	0	0	phosphate ABC transporter substrate-binding	0	0	0	0	0	0	 // Corrected Start	
Rv0940c	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv0941c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0942	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0943c	1	1	0	0	0	0	monooxygenase"	0	0	0	0	0	0	 // Corrected Start	
Rv0944	1	1	0	0	0	0	formamidopyrimidine-DNA glycosylase"	1	1	0	0	0	0	0	
Rv0955	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0956	1	1	0	0	0	0	phosphoribosylglycinamide formyltransferase	0	0	0	0	0	0	 // Corrected Start	
Rv0961	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0963c	2	1	0	1	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0972c	1	1	0	0	0	0	acyl-CoA dehydrogenase fadE12"	0	0	0	0	0	0	 // Corrected Start	
Rv0974c	1	1	0	0	0	0	acetyl-/propionyl-CoA carboxylase subunit beta"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv0975c	1	1	0	0	0	0	acyl-CoA dehydrogenase FadE13"	0	0	0	0	0	0	 // Corrected Start	
Rv0976c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0977	3	0	1	2	0	1	PE-PGRS family protein PE_PGRS16"	0	0	0	0	0	0	 // Corrected Stop	
Rv0981	1	1	0	0	0	0	two-component response regulator MrpA"	0	0	0	0	0	0	 // Corrected Start	
Rv0990c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0991c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv0994	1	1	0	0	0	0	molybdopterin molybdenumtransferase 1"	0	0	0	0	0	0	 // Corrected Start	
Rv0997	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv0998	1	1	0	0	0	0	acetyltransferase Pat"	0	0	0	0	0	0	 // Corrected Start	
Rv0999	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1001	1	1	0	0	0	0	arginine deiminase"	0	0	0	0	0	0	 // Corrected Start	
Rv1002c	1	1	0	0	0	0	dolichyl-phosphate-mannose--protein	0	0	0	0	0	0	 // Corrected Start	
Rv1004c	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1005c	1	1	0	0	0	0	para-aminobenzoate synthase component I"	0	0	0	0	0	0	 // Corrected Start	
Rv1008	1	1	0	0	0	0	deoxyribonuclease TatD"	0	0	0	0	0	0	 // Corrected Start	
Rv1011	1	1	0	0	0	0	4-diphosphocytidyl-2C-methyl-D-erythritol	0	0	0	0	0	0	 // Corrected Start	
Rv1013	1	1	0	0	0	0	polyketide synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv1016c	1	1	0	0	0	0	lipoprotein LpqT"	0	0	0	0	0	0	 // Corrected Start	
Rv1017c	1	1	0	0	0	0	ribose-phosphate pyrophosphokinase"	0	0	0	0	0	0	 // Corrected Start	
Rv1022	1	1	0	0	0	0	lipoprotein LpqU"	0	0	0	0	0	0	 // Corrected Start	
Rv1023	1	1	0	0	0	0	enolase"	0	0	0	0	0	0	 // Corrected Start	
Rv1025	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1026	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1028c	1	1	0	0	0	0	sensor protein KdpD"	0	0	0	0	0	0	 // Corrected Start	
Rv1030	1	1	0	0	0	0	potassium-transporting ATPase subunit B"	0	0	0	0	0	0	 // Corrected Start	
Rv1042c	1	1	0	0	0	0	IS2-like transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv1044	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1045	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1048c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1059	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1062	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1064c	1	1	0	0	0	0	lipoprotein LpqV"	0	0	0	0	0	0	 // Corrected Start	
Rv1065	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1067c	1	1	0	0	0	0	PE-PGRS family protein PE_PGRS19"	0	0	0	0	0	0	 // Corrected Start	
Rv1071c	1	1	0	0	0	0	enoyl-CoA hydratase EchA9"	0	0	0	0	0	0	 // Corrected Start	
Rv1072	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1075c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1076	1	1	0	0	0	0	lipase LipU"	0	0	0	0	0	0	 // Corrected Start	
Rv1082	1	1	0	0	0	0	mycothiol S-conjugate amidase"	0	0	0	0	0	0	 // Corrected Start	
Rv1083	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv1086	1	1	0	0	0	0	(2Z,6E)-farnesyl diphosphate synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv1088a	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv1095	1	1	0	0	0	0	phosphate starvation-inducible protein PsiH"	0	0	0	0	0	0	 // Corrected Start	
Rv1096	1	1	0	0	0	0	glycosyl hydrolase"	0	0	0	0	0	0	 // Corrected Start	
Rv1101c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1108c	1	1	0	0	0	0	exodeoxyribonuclease VII large subunit"	0	0	0	0	0	0	 // Corrected Start	
Rv1111c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1112	1	1	0	0	0	0	GTP-binding protein"	1	1	0	0	0	0	0	
Rv1114	1	1	0	0	0	0	ribonuclease VapC32"	1	1	0	0	0	0	0	
Rv1115	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1118c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1121	1	1	0	0	0	0	glucose-6-phosphate 1-dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv1125	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1130	1	1	0	0	0	0	2-methylcitrate dehydratase"	0	0	0	0	0	0	 // Corrected Start	
Rv1133c	1	1	0	0	0	0	5-methyltetrahydropteroyltriglutamate--	0	0	0	0	0	0	 // Corrected Start	
Rv1138a	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv1139c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1146	1	1	0	0	0	0	transmembrane transport protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1148c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1149	1	1	0	0	0	0	transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv1152	1	1	0	0	0	0	transcriptional regulator"	1	1	0	0	0	0	0	
Rv1153c	1	1	0	0	0	0	O-methyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv1156	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1157c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1161	1	1	0	0	0	0	nitrate reductase subunit alpha"	0	0	0	0	0	0	 // Corrected Start	
Rv1163	1	1	0	0	0	0	nitrate reductase subunit delta"	0	0	0	0	0	0	 // Corrected Start	
Rv1164	1	1	0	0	0	0	nitrate reductase subunit gamma"	0	0	0	0	0	0	 // Corrected Start	
Rv1165	1	1	0	0	0	0	GTP-binding translation elongation factor"	0	0	0	0	0	0	 // Corrected Start	
Rv1169c	1	1	0	0	0	0	lipase LipX"	0	0	0	0	0	0	 // Corrected Start	
Rv1171	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1173	1	1	0	0	0	0	FO synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv1177	1	1	0	0	0	0	ferredoxin FdxC"	0	0	0	0	0	0	 // Corrected Start	
Rv1178	1	1	0	0	0	0	aminotransferase"	1	1	0	0	0	0	0	
Rv1179c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1180	2	1	1	0	0	0	polyketide beta-ketoacyl synthase"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1181	1	1	0	0	0	0	polyketide beta-ketoacyl synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv1183	1	1	0	0	0	0	transmembrane transport protein MmpL10"	0	0	0	0	0	0	 // Corrected Start	
Rv1190	1	0	0	3	0	0	hypothetical protein"	0	0	0	0	0	0	0	
Rv1193	1	1	0	0	0	0	fatty-acid--CoA ligase FadD36"	0	0	0	0	0	0	 // Corrected Start	
Rv1194c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1195	1	1	0	0	0	0	PE family protein PE13"	0	0	0	0	0	0	 // Corrected Start	
Rv1201c	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
Rv1202	1	1	0	0	0	0	succinyl-diaminopimelate desuccinylase DapE"	0	0	0	0	0	0	 // Corrected Start	
Rv1203c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1206	1	1	0	0	0	0	fatty-acid--CoA ligase FadD6"	0	0	0	0	0	0	 // Corrected Start	
Rv1207	1	1	0	0	0	0	dihydropteroate synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv1209	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv1210	1	1	0	0	0	0	DNA-3-methyladenine glycosylase I TagA"	0	0	0	0	0	0	 // Corrected Start	
Rv1214c	1	1	0	0	0	0	PE family protein PE14"	0	0	0	0	0	0	 // Corrected Start	
Rv1215c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1217c	1	1	0	0	0	0	tetronasin ABC transporter integral membrane	0	0	0	0	0	0	 // Corrected Start	
Rv1223	1	1	0	0	0	0	serine protease HtrA"	0	0	0	0	0	0	 // Corrected Start	
Rv1224	1	1	0	0	0	0	Sec-independent protein translocase protein	0	0	0	0	0	0	 // Corrected Start	
Rv1225c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1227c	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1228a	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1230c	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1231c	1	1	0	0	0	0	membrane protein"	1	1	0	0	0	0	0	
Rv1235	1	1	0	0	0	0	trehalose ABC transporter substrate-binding	0	0	0	0	0	0	 // Corrected Start	
Rv1236	1	1	0	0	0	0	sugar ABC transporter permease SugA"	0	0	0	0	0	0	 // Corrected Start	
Rv1237	1	1	0	0	0	0	sugar ABC transporter permease SugB"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1239c	1	1	0	0	0	0	magnesium and cobalt transport transmembrane	0	0	0	0	0	0	 // Corrected Start	
Rv1240	1	1	0	0	0	0	malate dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv1242	1	1	0	0	0	0	ribonuclease VapC33"	1	1	0	0	0	0	0	
Rv1244	1	1	0	0	0	0	lipoprotein LpqZ"	0	0	0	0	0	0	 // Corrected Start	
Rv1246c	1	1	0	0	0	0	toxin RelE"	1	1	0	0	0	0	0	
Rv1248c	1	1	0	0	0	0	multifunctional 2-oxoglutarate dehydrogenase E1	0	0	0	0	0	0	 // Corrected Start	
Rv1251c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1252c	1	1	0	0	0	0	lipoprotein LprE"	1	1	0	0	0	0	0	
Rv1257c	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv1260	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv1263	1	1	0	0	0	0	amidase AmiB"	0	0	0	0	0	0	 // Corrected Start	
Rv1264	1	1	0	0	0	0	adenylyl cyclase"	0	0	0	0	0	0	 // Corrected Start	
Rv1272c	1	1	0	0	0	0	drug ABC transporter ATP-binding protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1274	1	1	0	0	0	0	lipoprotein LprB"	1	1	0	0	0	0	0	
Rv1277	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1278	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1280c	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
Rv1284	1	1	0	0	0	0	beta-carbonic anhydrase"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1290A	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1290c	4	1	1	2	0	1	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1292	1	1	0	0	0	0	arginine--tRNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv1293	1	1	0	0	0	0	diaminopimelate decarboxylase"	0	0	0	0	0	0	 // Corrected Start	
Rv1294	1	1	0	0	0	0	homoserine dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv1297	1	1	0	0	0	0	transcription termination factor Rho"	0	0	0	0	0	0	 // Corrected Start	
Rv1301	1	1	0	0	0	0	threonylcarbamoyl-AMP synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv1302	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
Rv1303	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1313c	1	1	0	0	0	0	insertion sequence element IS1557 transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv1315	1	1	0	0	0	0	UDP-N-acetylglucosamine	0	0	0	0	0	0	 // Corrected Start	
Rv1317c	1	1	0	0	0	0	bifunctional regulatory protein/DNA repair	0	0	0	0	0	0	 // Corrected Start	
Rv1319c	1	1	0	0	0	0	adenylate cyclase"	0	0	0	0	0	0	 // Corrected Start	
Rv1356c	4	1	1	7	0	1	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1361c	1	1	0	0	0	0	PPE family protein PPE19"	0	0	0	0	0	0	 // Corrected Start	
Rv1362c	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1366	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1371	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1374c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv1381	1	1	0	0	0	0	dihydroorotase"	0	0	0	0	0	0	 // Corrected Start	
Rv1383	1	1	0	0	0	0	carbamoyl-phosphate synthase small subunit"	0	0	0	0	0	0	 // Corrected Start	
Rv1384	1	1	0	0	0	0	carbamoyl-phosphate synthase large subunit"	0	0	0	0	0	0	 // Corrected Start	
Rv1385	1	1	0	0	0	0	orotidine 5'-phosphate decarboxylase"	0	0	0	0	0	0	 // Corrected Start	
Rv1386	1	1	0	0	0	0	PE family protein PE15"	1	1	0	0	0	0	0	
Rv1388	1	1	0	0	0	0	integration host factor MihF"	0	0	0	0	0	0	 // Corrected Start	
Rv1389	1	1	0	0	0	0	guanylate kinase"	1	1	0	0	0	0	0	
Rv1390	1	1	0	0	0	0	DNA-directed RNA polymerase subunit omega"	1	1	0	0	0	0	0	
Rv1391	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
Rv1392	1	1	0	0	0	0	S-adenosylmethionine synthetase"	0	0	0	0	0	0	 // Corrected Start	
Rv1395	1	1	0	0	0	0	HTH-type transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv1396c	1	0	0	5	0	0	PE-PGRS family protein PE_PGRS25"	0	0	0	0	0	0	0	
Rv1406	1	1	0	0	0	0	methionyl-tRNA formyltransferase"	1	1	0	0	0	0	0	
Rv1408	1	1	0	0	0	0	ribulose-phosphate 3-epimerase"	0	0	0	0	0	0	 // Corrected Start	
Rv1413	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv1414	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1416	1	1	0	0	0	0	6,7-dimethyl-8-ribityllumazine synthase"	1	1	0	0	0	0	0	
Rv1417	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1420	1	1	0	0	0	0	excinuclease ABC subunit UvrC"	0	0	0	0	0	0	 // Corrected Start	
Rv1428c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1429	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1435c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1436	1	1	0	0	0	0	glyceraldehyde 3-phosphate dehydrogenase"	1	1	0	0	0	0	0	
Rv1438	1	1	0	0	0	0	triosephosphate isomerase"	0	0	0	0	0	0	 // Corrected Start	
Rv1443c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1445c	1	1	0	0	0	0	6-phosphogluconolactonase"	0	0	0	0	0	0	 // Corrected Start	
Rv1449c	1	1	0	0	0	0	transketolase"	0	0	0	0	0	0	 // Corrected Start	
Rv1450c	1	1	0	0	0	0	PE-PGRS family protein PE_PGRS27"	0	0	0	0	0	0	 // Corrected Start	
Rv1452c	1	0	1	0	0	0	PE-PGRS family protein PE_PGRS28"	0	0	0	0	0	0	 // Corrected Stop	
Rv1460	1	1	0	0	0	0	transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv1465	1	1	0	0	0	0	nitrogen fixation related protein"	1	1	0	0	0	0	0	
Rv1467c	1	1	0	0	0	0	acyl-CoA dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv1470	1	1	0	0	0	0	thioredoxin TrxA"	1	1	0	0	0	0	0	
Rv1471	1	1	0	0	0	0	thioredoxin"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1472	1	1	0	0	0	0	enoyl-CoA hydratase EchA12"	0	0	0	0	0	0	 // Corrected Start	
Rv1473	1	1	0	0	0	0	macrolide ABC transporter ATP-binding protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1474c	1	1	0	0	0	0	transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv1475c	1	1	0	0	0	0	iron-regulated aconitate hydratase"	0	0	0	0	0	0	 // Corrected Start	
Rv1480	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1483	1	1	0	0	0	0	3-oxoacyl-ACP reductase FabG"	0	0	0	0	0	0	 // Corrected Start	
Rv1488	4	1	1	2	0	1	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1489A	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv1490	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1491c	1	1	0	0	0	0	TVP38/TMEM64 family membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1492	1	1	0	0	0	0	methylmalonyl-CoA mutase small subunit"	0	0	0	0	0	0	 // Corrected Start	
Rv1494	1	1	0	0	0	0	antitoxin MazE4"	0	0	0	0	0	0	 // Corrected Start	
Rv1495	1	1	0	0	0	0	mRNA interferase MazF4"	1	1	0	0	0	0	0	
Rv1497	1	1	0	0	0	0	esterase LipL"	0	0	0	0	0	0	 // Corrected Start	
Rv1498c	1	1	0	0	0	0	methyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv1499	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv1506c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1507c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1508A	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1508c	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1509	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1511	1	1	0	0	0	0	GDP-D-mannose dehydratase GmdA"	0	0	0	0	0	0	 // Corrected Start	
Rv1514c	1	1	0	0	0	0	glycosyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv1516c	1	1	0	0	0	0	sugar transferase"	0	0	0	0	0	0	 // Corrected Start	
Rv1518	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
